query_id,category,strict_reference_cypher,relaxed_reference_cypher
q099,temporal,"MATCH (l:Location {prefecture_en:'Ibaraki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Ibaraki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q102,temporal,"MATCH (l:Location {prefecture_en:'Oita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Oita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q103,temporal,"MATCH (l:Location {prefecture_en:'Hokkaido Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Hokkaido Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q104,temporal,"MATCH (l:Location {prefecture_en:'Hiroshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Hiroshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q105,temporal,"MATCH (l:Location {prefecture_en:'Miyazaki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Miyazaki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q106,temporal,"MATCH (l:Location {prefecture_en:'Aichi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Aichi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q108,temporal,"MATCH (l:Location {prefecture_en:'Nara Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Nara Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q109,temporal,"MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q111,temporal,"MATCH (l:Location {prefecture_en:'Hokkaido Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Hokkaido Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q112,temporal,"MATCH (l:Location {prefecture_en:'Hiroshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Hiroshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q114,temporal,"MATCH (l:Location {prefecture_en:'Miyagi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Miyagi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q115,temporal,"MATCH (l:Location {prefecture_en:'Shimane Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Shimane Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q116,temporal,"MATCH (l:Location {prefecture_en:'Miyazaki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Miyazaki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q117,temporal,"MATCH (l:Location {prefecture_en:'Kyoto Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Kyoto Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q118,temporal,"MATCH (l:Location {prefecture_en:'Nara Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Nara Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q120,temporal,"MATCH (l:Location {prefecture_en:'Kochi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Kochi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q122,temporal,"MATCH (l:Location {prefecture_en:'Chiba Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.year AS year, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY year","MATCH (l:Location {prefecture_en:'Chiba Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime) RETURN t.year AS year, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY year"
q123,temporal,"MATCH (l:Location {prefecture_en:'Aichi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Aichi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q124,temporal,"MATCH (l:Location {prefecture_en:'Saga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Saga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q125,temporal,"MATCH (l:Location {prefecture_en:'Kagoshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Kagoshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q127,temporal,"MATCH (l:Location {prefecture_en:'Tochigi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.year AS year, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY year","MATCH (l:Location {prefecture_en:'Tochigi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime) RETURN t.year AS year, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY year"
q128,temporal,"MATCH (l:Location {prefecture_en:'Tokushima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month","MATCH (l:Location {prefecture_en:'Tokushima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) RETURN t.month AS month, round(avg(p.pm25),2) AS avg_pm25 ORDER BY month"
q129,temporal,"MATCH (l:Location {prefecture_en:'Saitama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.year AS year, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY year","MATCH (l:Location {prefecture_en:'Saitama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime) RETURN t.year AS year, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY year"
q130,temporal,"MATCH (l:Location {prefecture_en:'Oita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Oita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) RETURN t.season AS season, round(avg(p.pm25),2) AS avg_pm25 ORDER BY avg_pm25 DESC"
q133,health_risk,"MATCH (l:Location {prefecture_en:'Gunma Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Gunma Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q134,health_risk,"MATCH (l:Location {prefecture_en:'Fukuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Fukuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q140,health_risk,"MATCH (l:Location {prefecture_en:'Fukuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Fukuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q143,health_risk,"MATCH (l:Location {prefecture_en:'Fukui Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Fukui Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q144,health_risk,"MATCH (l:Location {prefecture_en:'Kagawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Kagawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q145,health_risk,"MATCH (l:Location {prefecture_en:'Gunma Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Gunma Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q147,health_risk,"MATCH (l:Location {prefecture_en:'Miyagi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Miyagi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q150,health_risk,"MATCH (l:Location {prefecture_en:'Gifu Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Gifu Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q151,health_risk,"MATCH (l:Location {prefecture_en:'Akita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Akita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q152,health_risk,"MATCH (l:Location {prefecture_en:'Gunma Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Gunma Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q154,health_risk,"MATCH (l:Location {prefecture_en:'Yamagata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Yamagata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q155,health_risk,"MATCH (l:Location {prefecture_en:'Okayama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Okayama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q158,health_risk,"MATCH (l:Location {prefecture_en:'Tochigi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Tochigi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q160,health_risk,"MATCH (l:Location {prefecture_en:'Oita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Oita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
